Class,First Deployment Date,Platform Agent Type,Relative Depth,data_agent_recovery,data_agent_rt,data_product_list,deploy_date,depth_port_max,depth_port_min,depth_subsite,id,instrument_agent_rt,instrument_class,instrument_model,instrument_model1,instrument_series,instrument_subseries,latitude,longitude,makemodel,ready_for_2013
OBSSP,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""SGRDVEL_L1""]",2013-07-16 00:00:00,1527,1527,1554,RS03INT2-MJ03D-05-OBSSPA302,TRUE,OBSSP,OBSSPA,OBSSP,A,01,45.93567,-130.01394,Guralp (Make/Model TBD),
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,500m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,500,500,4800,GS03FLMB-RI001-14-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-88.894,SBE 37IM,
DOSTA,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,5,5,80,CE02SHSM-RI002-01-DOSTAD999,TRUE,DOSTA,DOSTAD,DOSTA,D,01,44.64,-124.3,Optode 4831,
CTDMO,2014-06,Shore CyberPoP - Global Mooring Server,350m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,350,350,2800,GI01SUMO-RI003-10-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,60.6136,-38.2581,SBE 37IM,
VELPT,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI002-04-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,40.03333333,-70.79166667,Aquadopp 300m,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,1000,0,,GA05MOAS-GL001-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
PCO2W,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""CO2ABS1_L0"", ""CO2ABS2_L0"", ""CO2THRM_L0"", ""PCO2WAT_L1""]",2013-08-05 00:00:00,150,0,4250,GP02HYPM-SP001-02-PCO2W0999,FALSE,PCO2W,PCO2W0,PCO2W,0,01,50.1969,-144.7131,,
BOTPT,2013-08,Shore CyberPoP - Regional Observatory Management System,Bottom,FALSE,FALSE,"[""BOTPRES_L1"", ""BOTSFLU_L2"", ""BOTTILT_L0"", ""BOTTILT_L1""]",2013-07-16 00:00:00,1526,1526,1584,RS03CCAL-MJ03F-05-BOTPTA302,TRUE,BOTPT,BOTPTA,BOTPT,A,01,45.97618,-130.02011,non-commercial BOTPT,
HYDBB,2014-08,Shore CyberPoP - Regional Observatory Management System,200 below sea surface,FALSE,FALSE,"[""HYDAPBB_L0"", ""HYDAPBB_L1"", ""HYDFRBB_L0"", ""HYDFRBB_L1""]",2020-01-01 00:00:00,200,200,2597,RS03AXVM-PC03A-09-HYDBBA303,TRUE,HYDBB,HYDBBA,HYDBB,A,01,46.06701,-129.60316,icListen HF,
VEL3D,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF002-05-VEL3D0999,FALSE,VEL3D,VEL3D0,VEL3D,0,01,-42.9222,-42.5104,,
CTDPF,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-09-CTDPFA302,TRUE,CTDPF,CTDPFA,CTDPF,A,01,46.06701,-129.60316,SBE 16plusV2,
PCO2A,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,500,CE04OSSM-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,44.65,-124.9,pCO2-pro,
FLORD,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,1000,0,,GA05MOAS-GL001-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
ADCPT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,"Mounted at 5m, downlooking",TRUE,FALSE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1"", ""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,5,5,500,CE04OSSM-RI003-01-ADCPTC999,TRUE,ADCPT,ADCPTC,ADCPT,C,01,44.65,-124.9,WorkHorse Monitor 300khz,
CAMDS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""CAMSTIL_L1""]",2020-01-01 00:00:00,498,498,500,CE09OSSM-MF005-03-CAMDSA999,TRUE,CAMDS,CAMDSA,CAMDS,A,01,46.91,-124.95,Kongsberg (Make/Model TBD),No. Waiver 1303-00956.
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,30m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,30,30,5200,GA03FLMB-RI001-06-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.1303,SBE 37IM,
ADCPA,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL004-03-ADCPAM999,FALSE,ADCPA,ADCPAM,ADCPA,M,01,,,Explorer DVL 600 kHz,
OPTAA,2014-08,Shore CyberPoP - Regional Observatory Management System,Near sea surface to 200,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,200,0,2597,RS03AXVM-SF03A-13-OPTAAD301,TRUE,OPTAA,OPTAAD,OPTAA,D,01,46.06701,-129.60316,AC-S,
FLORT,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,450,15,520,CP02PMUO-WF001-04-FLORTK999,FALSE,FLORT,FLORTK,FLORT,K,01,39.90833333,-70.68333333,ECO Triplet,
FLORT,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI003-05-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,39.91666667,-70.79166667,ECO Triplet-w,
CTDGV,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL002-03-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
FLORD,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL003-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
OPTAA,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,133,0,210,CP01CNSP-SP001-02-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,40.03333333,-70.79166667,,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,250m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,250,250,5200,GA03FLMA-RI001-12-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-42.5073,-42.8905,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,20m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,20,20,4800,GS01SUMO-RI003-03-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
DOSTA,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL002-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
PRESF,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,2m above bottom,TRUE,FALSE,"[""SFLPRES_L1""]",2020-01-01 00:00:00,498,498,500,CE09OSSM-MF005-02-PRESFC999,TRUE,PRESF,PRESFC,PRESF,C,01,46.91,-124.95,SBE 26plus,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,350m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,350,350,4800,GS01SUMO-RI003-10-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
DOSTA,,Shore CyberPoP - AUV Server ,Sea surface to <= 600m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV001-02-DOSTAN999,FALSE,DOSTA,DOSTAN,DOSTA,N,01,,,Optode 4330,
FLORT,2013-09,Shore CyberPoP - Coastal Mooring Server,15m below sea surface to near bottom,TRUE,TRUE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,125,15,140,CP02PMCI-WF001-04-FLORTK999,FALSE,FLORT,FLORTK,FLORT,K,01,40.1,-70.79166667,ECO Triplet,
VELPT,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,1m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,1,1,500,CE04OSSM-SB001-05-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,44.65,-124.9,Aquadopp 300m,
OPTAA,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI002-02-OPTAAD999,TRUE,OPTAA,OPTAAD,OPTAA,D,01,39.91666667,-70.79166667,AC-S,
VEL3D,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2013-07-16 00:00:00,,,1554,RS03INT2-MJ03D-06-VEL3DB304,TRUE,VEL3D,VEL3DB,VEL3D,B,01,45.93567,-130.01394,MAVS-4,
FDCHP,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,~3m above sea surface,TRUE,FALSE,"[""FLUXHOT_L2"", ""FLUXMOM_L2"", ""FLUXWET_L2"", ""MOISTUR_L0"", ""MOISTUR_L1"", ""MOTFLUX_L0"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""TMPATUR_L0"", ""TMPATUR_L1"", ""WINDTUR_L0"", ""WINDTUR_L1""]",2020-01-01 00:00:00,-3,-3,80,CE02SHSM-SB001-04-FDCHPA999,TRUE,FDCHP,FDCHPA,FDCHP,A,01,44.64,-124.3,non-commercial FDCHP,No
CTDMO,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,60m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,60,60,4250,GP03FLMA-RI001-08-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,50.4676,-144.5174,SBE 37IM,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,180m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,180,180,4800,GS01SUMO-RI003-08-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
VEL3D,2014-08,Shore CyberPoP - Regional Observatory Management System,Near bottom to 200,FALSE,FALSE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,2906,200,2906,RS01SBVM-DP01A-02-VEL3DA103,TRUE,VEL3D,VEL3DA,VEL3D,A,01,44.55404,-125.35235,,
CTDGV,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,0,,GI05MOAS-GL001-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
WAVSS,2014-10,InSitu CyberPoP - Surface Mooring Platform Controller,Sea Surface,TRUE,FALSE,"[""WAVSTAT_L0"", ""WAVSTAT_L2""]",2020-01-01 00:00:00,0,0,80,CE02SHSM-SB001-06-WAVSSA999,TRUE,WAVSS,WAVSSA,WAVSS,A,01,44.64,-124.3,TRIAXYS,
ZPLSC,2014-05,Shore CyberPoP - Coastal Mooring Server,"Mounted 2m above bottom, uplooking",TRUE,TRUE,"[""SONBSCA_L0"", ""SONBSCA_L1""]",2020-01-01 00:00:00,23,23,25,CE06ISSM-MF005-02-ZPLSCC999,FALSE,ZPLSC,ZPLSCC,ZPLSC,C,01,47,-124.162,,Maybe
OPTAA,2014,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,78,0,80,CE07SHSP-SP001-04-OPTAA0999,FALSE,OPTAA,OPTAA0,OPTAA,0,01,47,-124.27,,
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,1000,0,,GS05MOAS-GL001-02-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
CAMDS,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""CAMSTIL_L1""]",2013-07-16 00:00:00,,,1554,RS03INT2-MJ03D-08-CAMDSB303,TRUE,CAMDS,CAMDSB,CAMDS,B,01,45.93567,-130.01394,Kongsberg (Make/Model TBD),Maybe
DOSTA,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,Sea Surface to 150m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,150,0,5200,GA02HYPM-SP001-03-DOSTA0999,FALSE,DOSTA,DOSTA0,DOSTA,0,01,-42.9222,-42.5104,,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,1000m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,1000,1000,2800,GI03FLMB-RI001-16-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,60.4582,-38.0755,SBE 37IM,
FLORD,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL002-01-FLORDM999,FALSE,FLORD,FLORDM,FLORD,M,01,,,ECO Triplet,
PREST,2014,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""SFLPRES_L1""]",2020-01-01 00:00:00,,,807,RS01SUM1-LJ01B-10-PRESTB102,TRUE,PREST,PRESTB,PREST,B,01,44.568,-125.15,SBE 54,
HYDBB,2013-08,Shore CyberPoP - Regional Observatory Management System,2m above bottom,FALSE,FALSE,"[""HYDAPBB_L0"", ""HYDAPBB_L1"", ""HYDFRBB_L0"", ""HYDFRBB_L1""]",2013-08-01 00:00:00,498,498,500,CE04OSBP-LJ01C-11-HYDBBA105,TRUE,HYDBB,HYDBBA,HYDBB,A,01,44.65,-124.9,icListen HF,
VELPT,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""VELPTMN_L1""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI003-03-VELPTA999,TRUE,VELPT,VELPTA,VELPT,A,01,39.91666667,-70.79166667,Aquadopp 300m,
FLORT,2013-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""CDOMFLO_L0"", ""CDOMFLO_L1"", ""CHLAFLO_L0"", ""CHLAFLO_L1"", ""FLUBSCT_L0"", ""FLUBSCT_L1""]",2013-11-22 00:00:00,5,5,210,CP01CNSM-RI003-05-FLORTD999,TRUE,FLORT,FLORTD,FLORT,D,01,40.03333333,-70.79166667,ECO Triplet-w,
BOTPT,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""BOTPRES_L1"", ""BOTSFLU_L2"", ""BOTTILT_L0"", ""BOTTILT_L1""]",2013-07-16 00:00:00,,,1518,RS03ECAL-MJ03E-06-BOTPTA303,TRUE,BOTPT,BOTPTA,BOTPT,A,01,45.94801,-129.98053,non-commercial BOTPT,
CTDPF,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,~240m below sea surface to 2400m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,4400,240,5200,GA02HYPM-WF004-04-CTDPFL999,FALSE,CTDPF,CTDPFL,CTDPF,L,01,-42.9222,-42.5104,SBE 52MP,
DOSTA,2013-10,Shore CyberPoP - Coastal Glider Dock Server,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2013-10-25 00:00:00,1000,0,,CE05MOAS-GL001-04-DOSTAM999,FALSE,DOSTA,DOSTAM,DOSTA,M,01,,,Optode 4831,
CTDMO,2015-01,Shore CyberPoP - Open Ocean Glider Dock Server,40m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,40,40,4800,GS03FLMA-RI001-07-CTDMOG999,FALSE,CTDMO,CTDMOG,CTDMO,G,01,-54.0814,-89.6652,SBE 37IM,
ADCPA,,,Sea surface to near seafloor or <= 1000m,TRUE,TRUE,"[""ECHOINT_L0"", ""ECHOINT_L1"", ""VELPROF_L0"", ""VELPROF_L1""]",2013-11-22 00:00:00,1000,0,,CP05MOAS-GL005-01-ADCPAM999,FALSE,ADCPA,ADCPAM,ADCPA,M,01,,,Explorer DVL 600 kHz,
CTDMO,2014-06,Shore CyberPoP - Open Ocean Glider Dock Server,750m below sea surface,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,750,750,2800,GI03FLMA-RI001-15-CTDMOH999,FALSE,CTDMO,CTDMOH,CTDMO,H,01,60.4582,-38.4407,SBE 37IM,
METBK,2014-05,InSitu CyberPoP - Surface Mooring Platform Controller,~3m above sea surface,TRUE,FALSE,"[""BARPRES_L0"", ""BARPRES_L1"", ""CONDSRF_L0"", ""CONDSRF_L1"", ""FRSHFLX_L2"", ""HEATFLX_L2"", ""LATNFLX_L2"", ""LONGIRR_L0"", ""LONGIRR_L1"", ""MOMMFLX_L2"", ""NETLIRR_L2"", ""NETSIRR_L2"", ""PRECIPM_L0"", ""PRECIPM_L1"", ""RAINFLX_L2"", ""RAINRTE_L2"", ""RELHUMI_L0"", ""RELHUMI_L1"", ""SALSURF_L2"", ""SENSFLX_L2"", ""SHRTIRR_L0"", ""SHRTIRR_L1"", ""SPECHUM_L2"", ""SPHUM2M_L2"", ""TEMPA2M_L2"", ""TEMPAIR_L0"", ""TEMPAIR_L1"", ""TEMPSRF_L0"", ""TEMPSRF_L1"", ""WIND10M_L2"", ""WINDAVG_L0"", ""WINDAVG_L1""]",2020-01-01 00:00:00,-3,-3,80,CE07SHSM-SB001-01-METBKA999,TRUE,METBK,METBKA,METBK,A,01,47,-124.27,ASIMET,
DOSTA,,Shore CyberPoP - AUV Server,Sea surface to <= 600m,TRUE,TRUE,"[""DOCONCS_L0"", ""DOCONCS_L2""]",2020-01-01 00:00:00,600,0,,CP05MOAS-AV003-02-DOSTAN999,FALSE,DOSTA,DOSTAN,DOSTA,N,01,,,Optode 4330,
VEL3D,2014-07,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""VELPTTU_L0"", ""VELPTTU_L1""]",2020-01-01 00:00:00,78,0,80,CE02SHSP-SP001-02-VEL3D0999,FALSE,VEL3D,VEL3D0,VEL3D,0,01,44.64,-124.3,,
CTDGV,2013-08,Shore CyberPoP - Open Ocean Glider Dock Server,Sea surface to 1000m,TRUE,TRUE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2013-08-05 00:00:00,1000,0,,GP05MOAS-GL001-04-CTDGVM999,FALSE,CTDGV,CTDGVM,CTDGV,M,01,,,GPCTD,
DOFST,2014-09,Shore CyberPoP - Coastal Mooring Server,Sea surface to 2m above bottom,TRUE,TRUE,"[""DOCONCF_L2""]",2020-01-01 00:00:00,133,0,210,CP01CNSP-SP001-06-DOFST0999,FALSE,DOFST,DOFST0,DOFST,0,01,40.03333333,-70.79166667,,
PCO2A,2014-06,Shore CyberPoP - Global Mooring Server,Sea Surface,TRUE,FALSE,"[""CO2FLUX_L2"", ""PCO2ATM_L1"", ""PCO2SSW_L1"", ""PRESAIR_L0"", ""XCO2ATM_L0"", ""XCO2SSW_L0""]",2020-01-01 00:00:00,0,0,2800,GI01SUMO-SB001-03-PCO2AA999,TRUE,PCO2A,PCO2AA,PCO2A,A,01,60.6136,-38.2581,pCO2-pro,
PHSEN,2014-09,InSitu CyberPoP - Surface Mooring Platform Controller,5m below sea surface,TRUE,FALSE,"[""ABSTHRM_L0"", ""PH434SI_L0"", ""PH578SI_L0"", ""PHWATER_L1""]",2020-01-01 00:00:00,5,5,520,CP04OSSM-RI002-01-PHSEND999,TRUE,PHSEN,PHSEND,PHSEN,D,01,39.91666667,-70.79166667,SAMI-pH,
OPTAA,2014-08,Shore CyberPoP - Regional Observatory Management System,20m to 200m below sea surface,FALSE,FALSE,"[""OPTABSN_L2"", ""OPTATTN_L2"", ""OPTCREF_L0"", ""OPTCSIG_L0"", ""OPTTEMP_L0""]",2020-01-01 00:00:00,200,20,500,CE04OSHY-SF01B-09-OPTAAD105,TRUE,OPTAA,OPTAAD,OPTAA,D,01,44.65,-124.9,AC-S,
CTDMO,2015-01,Shore CyberPoP - Global Mooring Server,250m below sea surface,TRUE,FALSE,"[""CONDWAT_L0"", ""CONDWAT_L1"", ""DENSITY_L2"", ""PRACSAL_L2"", ""PRESWAT_L0"", ""PRESWAT_L1"", ""TEMPWAT_L0"", ""TEMPWAT_L1""]",2020-01-01 00:00:00,250,250,4800,GS01SUMO-RI003-09-CTDMOQ999,TRUE,CTDMO,CTDMOQ,CTDMO,Q,01,-54.4704,-89.2796,SBE 37IM,
OBSSP,2013-08,Shore CyberPoP - Regional Observatory Management System,,FALSE,FALSE,"[""SGRDVEL_L1""]",2013-07-16 00:00:00,,,1518,RS03ECAL-MJ03E-08-OBSSPA301,TRUE,OBSSP,OBSSPA,OBSSP,A,01,45.94801,-129.98053,Guralp (Make/Model TBD),
